"lng","lat"
-70.024998,-34.274999
-69.924998,-34.274999
-70.024998,-34.224999
-69.974998,-34.224999
-69.924998,-34.224999
-69.874998,-34.224999
-69.824998,-34.224999
-71.074998,-34.174999
-70.124998,-34.174999
-70.074998,-34.174999
-70.024998,-34.174999
-69.974998,-34.174999
-69.924998,-34.174999
-69.874998,-34.174999
-71.174998,-34.124999
-71.124998,-34.124999
-71.074998,-34.124999
-71.024998,-34.124999
-70.974998,-34.124999
-70.124998,-34.124999
-70.074998,-34.124999
-70.024998,-34.124999
-69.974998,-34.124999
-69.924998,-34.124999
-69.874998,-34.124999
-71.224998,-34.074999
-71.174998,-34.074999
-71.124998,-34.074999
-71.074998,-34.074999
-71.024998,-34.074999
-70.974998,-34.074999
-70.924998,-34.074999
-70.124998,-34.074999
-70.074998,-34.074999
-70.024998,-34.074999
-69.974998,-34.074999
-69.924998,-34.074999
-69.874998,-34.074999
-71.424998,-34.024999
-71.374998,-34.024999
-71.324998,-34.024999
-71.274998,-34.024999
-71.224998,-34.024999
-71.174998,-34.024999
-71.124998,-34.024999
-71.074998,-34.024999
-71.024998,-34.024999
-70.974998,-34.024999
-70.924998,-34.024999
-70.874998,-34.024999
-70.824998,-34.024999
-70.324998,-34.024999
-70.274998,-34.024999
-70.224998,-34.024999
-70.174998,-34.024999
-70.124998,-34.024999
-70.074998,-34.024999
-70.024998,-34.024999
-69.974998,-34.024999
-69.924998,-34.024999
-69.874998,-34.024999
-71.624998,-33.974999
-71.574998,-33.974999
-71.524998,-33.974999
-71.474998,-33.974999
-71.424998,-33.974999
-71.374998,-33.974999
-71.324998,-33.974999
-71.274998,-33.974999
-71.224998,-33.974999
-71.174998,-33.974999
-71.124998,-33.974999
-71.074998,-33.974999
-71.024998,-33.974999
-70.974998,-33.974999
-70.924998,-33.974999
-70.874998,-33.974999
-70.824998,-33.974999
-70.324998,-33.974999
-70.274998,-33.974999
-70.224998,-33.974999
-70.174998,-33.974999
-70.124998,-33.974999
-70.074998,-33.974999
-70.024998,-33.974999
-69.974998,-33.974999
-69.924998,-33.974999
-69.874998,-33.974999
-71.674998,-33.924999
-71.624998,-33.924999
-71.574998,-33.924999
-71.524998,-33.924999
-71.474998,-33.924999
-71.424998,-33.924999
-71.374998,-33.924999
-71.324998,-33.924999
-71.274998,-33.924999
-71.224998,-33.924999
-71.174998,-33.924999
-71.124998,-33.924999
-71.074998,-33.924999
-71.024998,-33.924999
-70.974998,-33.924999
-70.924998,-33.924999
-70.874998,-33.924999
-70.824998,-33.924999
-70.774998,-33.924999
-70.674998,-33.924999
-70.374998,-33.924999
-70.324998,-33.924999
-70.274998,-33.924999
-70.224998,-33.924999
-70.174998,-33.924999
-70.124998,-33.924999
-70.074998,-33.924999
-70.024998,-33.924999
-69.974998,-33.924999
-69.924998,-33.924999
-71.574998,-33.874999
-71.524998,-33.874999
-71.474998,-33.874999
-71.424998,-33.874999
-71.374998,-33.874999
-71.324998,-33.874999
-71.274998,-33.874999
-71.224998,-33.874999
-71.174998,-33.874999
-71.124998,-33.874999
-71.074998,-33.874999
-71.024998,-33.874999
-70.974998,-33.874999
-70.924998,-33.874999
-70.874998,-33.874999
-70.824998,-33.874999
-70.774998,-33.874999
-70.724998,-33.874999
-70.674998,-33.874999
-70.624998,-33.874999
-70.574998,-33.874999
-70.524998,-33.874999
-70.374998,-33.874999
-70.324998,-33.874999
-70.274998,-33.874999
-70.224998,-33.874999
-70.174998,-33.874999
-70.124998,-33.874999
-70.074998,-33.874999
-70.024998,-33.874999
-69.974998,-33.874999
-69.924998,-33.874999
-69.874998,-33.874999
-71.524998,-33.824999
-71.474998,-33.824999
-71.424998,-33.824999
-71.374998,-33.824999
-71.324998,-33.824999
-71.274998,-33.824999
-71.224998,-33.824999
-71.174998,-33.824999
-71.124998,-33.824999
-71.074998,-33.824999
-71.024998,-33.824999
-70.974998,-33.824999
-70.924998,-33.824999
-70.874998,-33.824999
-70.824998,-33.824999
-70.774998,-33.824999
-70.724998,-33.824999
-70.674998,-33.824999
-70.624998,-33.824999
-70.574998,-33.824999
-70.524998,-33.824999
-70.474998,-33.824999
-70.424998,-33.824999
-70.374998,-33.824999
-70.324998,-33.824999
-70.274998,-33.824999
-70.224998,-33.824999
-70.174998,-33.824999
-70.124998,-33.824999
-70.074998,-33.824999
-70.024998,-33.824999
-69.974998,-33.824999
-69.924998,-33.824999
-71.374998,-33.774999
-71.324998,-33.774999
-71.274998,-33.774999
-71.224998,-33.774999
-71.174998,-33.774999
-71.124998,-33.774999
-71.074998,-33.774999
-71.024998,-33.774999
-70.974998,-33.774999
-70.924998,-33.774999
-70.874998,-33.774999
-70.824998,-33.774999
-70.774998,-33.774999
-70.724998,-33.774999
-70.674998,-33.774999
-70.624998,-33.774999
-70.574998,-33.774999
-70.524998,-33.774999
-70.474998,-33.774999
-70.424998,-33.774999
-70.374998,-33.774999
-70.324998,-33.774999
-70.274998,-33.774999
-70.224998,-33.774999
-70.174998,-33.774999
-70.124998,-33.774999
-70.074998,-33.774999
-70.024998,-33.774999
-69.974998,-33.774999
-69.924998,-33.774999
-71.374998,-33.724999
-71.324998,-33.724999
-71.274998,-33.724999
-71.224998,-33.724999
-71.174998,-33.724999
-71.124998,-33.724999
-71.074998,-33.724999
-71.024998,-33.724999
-70.974998,-33.724999
-70.924998,-33.724999
-70.874998,-33.724999
-70.824998,-33.724999
-70.774998,-33.724999
-70.724998,-33.724999
-70.674998,-33.724999
-70.624998,-33.724999
-70.574998,-33.724999
-70.524998,-33.724999
-70.474998,-33.724999
-70.424998,-33.724999
-70.374998,-33.724999
-70.324998,-33.724999
-70.274998,-33.724999
-70.224998,-33.724999
-70.174998,-33.724999
-70.124998,-33.724999
-70.074998,-33.724999
-70.024998,-33.724999
-69.974998,-33.724999
-69.924998,-33.724999
-69.874998,-33.724999
-71.424998,-33.674999
-71.374998,-33.674999
-71.324998,-33.674999
-71.274998,-33.674999
-71.224998,-33.674999
-71.174998,-33.674999
-71.124998,-33.674999
-71.074998,-33.674999
-71.024998,-33.674999
-70.974998,-33.674999
-70.924998,-33.674999
-70.874998,-33.674999
-70.824998,-33.674999
-70.774998,-33.674999
-70.724998,-33.674999
-70.674998,-33.674999
-70.624998,-33.674999
-70.574998,-33.674999
-70.524998,-33.674999
-70.474998,-33.674999
-70.424998,-33.674999
-70.374998,-33.674999
-70.324998,-33.674999
-70.274998,-33.674999
-70.224998,-33.674999
-70.174998,-33.674999
-70.124998,-33.674999
-70.074998,-33.674999
-70.024998,-33.674999
-69.974998,-33.674999
-69.924998,-33.674999
-71.374998,-33.624999
-71.324998,-33.624999
-71.274998,-33.624999
-71.224998,-33.624999
-71.174998,-33.624999
-71.124998,-33.624999
-71.074998,-33.624999
-71.024998,-33.624999
-70.974998,-33.624999
-70.924998,-33.624999
-70.874998,-33.624999
-70.824998,-33.624999
-70.774998,-33.624999
-70.724998,-33.624999
-70.674998,-33.624999
-70.624998,-33.624999
-70.574998,-33.624999
-70.524998,-33.624999
-70.474998,-33.624999
-70.424998,-33.624999
-70.374998,-33.624999
-70.324998,-33.624999
-70.274998,-33.624999
-70.224998,-33.624999
-70.174998,-33.624999
-70.124998,-33.624999
-70.074998,-33.624999
-70.024998,-33.624999
-69.974998,-33.624999
-69.924998,-33.624999
-71.324998,-33.574999
-71.274998,-33.574999
-71.224998,-33.574999
-71.174998,-33.574999
-71.124998,-33.574999
-71.074998,-33.574999
-71.024998,-33.574999
-70.974998,-33.574999
-70.924998,-33.574999
-70.874998,-33.574999
-70.824998,-33.574999
-70.774998,-33.574999
-70.724998,-33.574999
-70.674998,-33.574999
-70.624998,-33.574999
-70.574998,-33.574999
-70.524998,-33.574999
-70.474998,-33.574999
-70.424998,-33.574999
-70.374998,-33.574999
-70.324998,-33.574999
-70.274998,-33.574999
-70.224998,-33.574999
-70.174998,-33.574999
-70.124998,-33.574999
-70.074998,-33.574999
-70.024998,-33.574999
-69.974998,-33.574999
-69.924998,-33.574999
-69.874998,-33.574999
-71.324998,-33.524999
-71.274998,-33.524999
-71.224998,-33.524999
-71.174998,-33.524999
-71.124998,-33.524999
-71.074998,-33.524999
-71.024998,-33.524999
-70.974998,-33.524999
-70.924998,-33.524999
-70.874998,-33.524999
-70.824998,-33.524999
-70.774998,-33.524999
-70.724998,-33.524999
-70.674998,-33.524999
-70.624998,-33.524999
-70.574998,-33.524999
-70.524998,-33.524999
-70.474998,-33.524999
-70.424998,-33.524999
-70.374998,-33.524999
-70.324998,-33.524999
-70.274998,-33.524999
-70.224998,-33.524999
-70.174998,-33.524999
-70.124998,-33.524999
-70.074998,-33.524999
-70.024998,-33.524999
-69.974998,-33.524999
-69.924998,-33.524999
-69.874998,-33.524999
-71.324998,-33.474999
-71.274998,-33.474999
-71.224998,-33.474999
-71.174998,-33.474999
-71.124998,-33.474999
-71.074998,-33.474999
-71.024998,-33.474999
-70.974998,-33.474999
-70.924998,-33.474999
-70.874998,-33.474999
-70.824998,-33.474999
-70.774998,-33.474999
-70.724998,-33.474999
-70.674998,-33.474999
-70.624998,-33.474999
-70.574998,-33.474999
-70.524998,-33.474999
-70.474998,-33.474999
-70.424998,-33.474999
-70.374998,-33.474999
-70.324998,-33.474999
-70.274998,-33.474999
-70.224998,-33.474999
-70.174998,-33.474999
-70.124998,-33.474999
-70.074998,-33.474999
-70.024998,-33.474999
-69.974998,-33.474999
-69.924998,-33.474999
-69.874998,-33.474999
-71.324998,-33.424999
-71.274998,-33.424999
-71.224998,-33.424999
-71.174998,-33.424999
-71.124998,-33.424999
-71.074998,-33.424999
-71.024998,-33.424999
-70.974998,-33.424999
-70.924998,-33.424999
-70.874998,-33.424999
-70.824998,-33.424999
-70.774998,-33.424999
-70.724998,-33.424999
-70.674998,-33.424999
-70.624998,-33.424999
-70.574998,-33.424999
-70.524998,-33.424999
-70.474998,-33.424999
-70.424998,-33.424999
-70.374998,-33.424999
-70.324998,-33.424999
-70.274998,-33.424999
-70.224998,-33.424999
-70.174998,-33.424999
-70.124998,-33.424999
-70.074998,-33.424999
-70.024998,-33.424999
-69.974998,-33.424999
-69.924998,-33.424999
-69.874998,-33.424999
-69.824998,-33.424999
-71.224998,-33.374999
-71.174998,-33.374999
-71.124998,-33.374999
-71.074998,-33.374999
-71.024998,-33.374999
-70.974998,-33.374999
-70.924998,-33.374999
-70.874998,-33.374999
-70.824998,-33.374999
-70.774998,-33.374999
-70.724998,-33.374999
-70.674998,-33.374999
-70.624998,-33.374999
-70.574998,-33.374999
-70.524998,-33.374999
-70.474998,-33.374999
-70.424998,-33.374999
-70.374998,-33.374999
-70.324998,-33.374999
-70.274998,-33.374999
-70.224998,-33.374999
-70.174998,-33.374999
-70.124998,-33.374999
-70.074998,-33.374999
-70.024998,-33.374999
-69.974998,-33.374999
-69.924998,-33.374999
-69.874998,-33.374999
-69.824998,-33.374999
-71.174998,-33.324999
-71.124998,-33.324999
-71.074998,-33.324999
-71.024998,-33.324999
-70.974998,-33.324999
-70.924998,-33.324999
-70.874998,-33.324999
-70.824998,-33.324999
-70.774998,-33.324999
-70.724998,-33.324999
-70.674998,-33.324999
-70.624998,-33.324999
-70.574998,-33.324999
-70.524998,-33.324999
-70.474998,-33.324999
-70.424998,-33.324999
-70.374998,-33.324999
-70.324998,-33.324999
-70.274998,-33.324999
-70.224998,-33.324999
-70.174998,-33.324999
-70.124998,-33.324999
-70.074998,-33.324999
-70.024998,-33.324999
-69.974998,-33.324999
-69.924998,-33.324999
-69.874998,-33.324999
-69.824998,-33.324999
-71.174998,-33.274999
-71.124998,-33.274999
-71.074998,-33.274999
-71.024998,-33.274999
-70.974998,-33.274999
-70.924998,-33.274999
-70.874998,-33.274999
-70.824998,-33.274999
-70.774998,-33.274999
-70.724998,-33.274999
-70.674998,-33.274999
-70.624998,-33.274999
-70.574998,-33.274999
-70.524998,-33.274999
-70.474998,-33.274999
-70.424998,-33.274999
-70.374998,-33.274999
-70.324998,-33.274999
-70.274998,-33.274999
-70.224998,-33.274999
-70.174998,-33.274999
-70.124998,-33.274999
-70.074998,-33.274999
-69.924998,-33.274999
-71.024998,-33.224999
-70.974998,-33.224999
-70.924998,-33.224999
-70.874998,-33.224999
-70.824998,-33.224999
-70.774998,-33.224999
-70.724998,-33.224999
-70.674998,-33.224999
-70.624998,-33.224999
-70.574998,-33.224999
-70.524998,-33.224999
-70.474998,-33.224999
-70.424998,-33.224999
-70.374998,-33.224999
-70.324998,-33.224999
-70.274998,-33.224999
-70.224998,-33.224999
-70.174998,-33.224999
-70.124998,-33.224999
-70.074998,-33.224999
-70.974998,-33.174999
-70.924998,-33.174999
-70.874998,-33.174999
-70.824998,-33.174999
-70.774998,-33.174999
-70.724998,-33.174999
-70.674998,-33.174999
-70.624998,-33.174999
-70.574998,-33.174999
-70.524998,-33.174999
-70.474998,-33.174999
-70.424998,-33.174999
-70.374998,-33.174999
-70.324998,-33.174999
-70.274998,-33.174999
-70.224998,-33.174999
-70.174998,-33.174999
-70.124998,-33.174999
-70.074998,-33.174999
-70.974998,-33.124999
-70.924998,-33.124999
-70.874998,-33.124999
-70.824998,-33.124999
-70.774998,-33.124999
-70.724998,-33.124999
-70.674998,-33.124999
-70.624998,-33.124999
-70.574998,-33.124999
-70.524998,-33.124999
-70.474998,-33.124999
-70.424998,-33.124999
-70.374998,-33.124999
-70.324998,-33.124999
-70.174998,-33.124999
-70.124998,-33.124999
-70.074998,-33.124999
-70.974998,-33.074999
-70.924998,-33.074999
-70.874998,-33.074999
-70.824998,-33.074999
-70.774998,-33.074999
-70.724998,-33.074999
-70.674998,-33.074999
-70.624998,-33.074999
-70.574998,-33.074999
-70.524998,-33.074999
-70.474998,-33.074999
-70.424998,-33.074999
-70.074998,-33.074999
-70.974998,-33.024999
-70.924998,-33.024999
-70.874998,-33.024999
-70.824998,-33.024999
-70.774998,-33.024999
-70.724998,-33.024999
-70.674998,-33.024999
-70.624998,-33.024999
-70.574998,-33.024999
-70.424998,-33.024999
-70.924998,-32.974999
-70.874998,-32.974999
-70.824998,-32.974999
-70.774998,-32.974999
-70.724998,-32.974999
-70.674998,-32.974999
-70.624998,-32.974999
